MedicationSalesKey,MedicationSalesID,Date_Sold,Med_name,Med_class,Quantity_Sold,Price,DateKey,CountryCode,CountryKey,CountryName,GlobalRegion,CurrencyCode,MentalHealthMedicationFlag,TherapeuticClass,MedicationName,MedicationKey,ClientCompanyKey,ClientCompanyName,IndustrySectorName,MedicationSalesAmountLocal,MedicationSalesAmountZAR,PrescriptionRequiredFlag,TreatmentType,LoadDTS
436,MEDSALE000000436,2022-05-22,Vardenafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,12,12.8,20220522,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet (2,134,2,Discovery Limited,Financial Services,153.6,153.6,0,General Healthcare Medication,2026-05-26 09:14:55
437,MEDSALE000000437,2019-11-21,Mometasone Inhaler (110 mcg/actuation), Inhaled Corticosteroid,57,79.1,20191121,ZA,2,South Africa,Africa,ZAR,0, Inhaled Corticosteroid,Mometasone Inhaler,114,6,South African Public Sector Employer,Public Sector,4508.7,4508.7,0,General Healthcare Medication,2026-05-26 09:14:55
438,MEDSALE000000438,2021-01-09,Desonide Topical Cream (0.05%), Low-Potency Corticosteroid,88,66.6,20210109,UK,3,United Kingdom,Europe,GBP,0, Low-Potency Corticosteroid,Desonide Topical Cream,78,11,UK Financial Services Employer,Financial Services,5860.8,137728.8,0,General Healthcare Medication,2026-05-26 09:14:55
439,MEDSALE000000439,2021-01-06,Clotrimazole Topical Cream (2%), Antifungal,34,31.6,20210106,UK,3,United Kingdom,Europe,GBP,0, Antifungal,Clotrimazole Topical Cream,1,11,UK Financial Services Employer,Financial Services,1074.4,25248.4,0,General Healthcare Medication,2026-05-26 09:14:55
440,MEDSALE000000440,2022-03-10,Bisoprolol Tablet (5 mg), Beta-Blocker,28,76.8,20220310,US,1,United States,North America,USD,0, Beta-Blocker,Bisoprolol Tablet,141,8,US Healthcare Employer,Healthcare,2150.4,39782.4,0,General Healthcare Medication,2026-05-26 09:14:55
441,MEDSALE000000441,2022-08-11,Triamterene Capsule (50 mg), Potassium-Sparing Diuretic,23,64.1,20220811,US,1,United States,North America,USD,0, Potassium-Sparing Diuretic,Triamterene Capsule,116,8,US Healthcare Employer,Healthcare,1474.3,27274.55,0,General Healthcare Medication,2026-05-26 09:14:55
442,MEDSALE000000442,2020-07-03,Erythromycin/Benzoyl Peroxide Topical Gel (3/5%), Antibiotic/Acne Treatment Combination,90,10.1,20200703,US,1,United States,North America,USD,0, Antibiotic/Acne Treatment Combination,Erythromycin/Benzoyl Peroxide Topical Gel,158,8,US Healthcare Employer,Healthcare,909.0,16816.5,0,General Healthcare Medication,2026-05-26 09:14:55
443,MEDSALE000000443,2022-03-10,Leflunomide Tablet (10 mg), Disease-Modifying Antirheumatic Drug,11,43.9,20220310,UK,3,United Kingdom,Europe,GBP,0, Disease-Modifying Antirheumatic Drug,Leflunomide Tablet,170,11,UK Financial Services Employer,Financial Services,482.9,11348.15,0,General Healthcare Medication,2026-05-26 09:14:55
444,MEDSALE000000444,2020-09-05,Aspirin Tablet (81 mg), Platelet Aggregation Inhibitor,76,32.8,20200905,CA,5,Canada,North America,CAD,0, Platelet Aggregation Inhibitor,Aspirin Tablet,99,15,Canadian Retail Employer,Retail,2492.8,33902.08,0,General Healthcare Medication,2026-05-26 09:14:55
445,MEDSALE000000445,2022-01-02,Hydroxychloroquine Tablet (200 mg), Disease-Modifying Antirheumatic Drug,95,9.0,20220102,AU,4,Australia,Asia-Pacific,AUD,0, Disease-Modifying Antirheumatic Drug,Hydroxychloroquine Tablet,83,12,Australian Mining Employer,Mining,855.0,10431.0,0,General Healthcare Medication,2026-05-26 09:14:55
446,MEDSALE000000446,2019-04-04,Fluticasone Topical Cream (0.05%), Mid-Potency Corticosteroid,13,89.1,20190404,US,1,United States,North America,USD,0, Mid-Potency Corticosteroid,Fluticasone Topical Cream,71,8,US Healthcare Employer,Healthcare,1158.3,21428.55,0,General Healthcare Medication,2026-05-26 09:14:55
447,MEDSALE000000447,2019-08-16,Mirtazapine Tablet (15 mg), Atypical Antidepressant,48,48.1,20190816,ZA,2,South Africa,Africa,ZAR,1, Atypical Antidepressant,Mirtazapine Tablet,39,2,Discovery Limited,Financial Services,2308.8,2308.8,1,Mental Health Medication,2026-05-26 09:14:55
448,MEDSALE000000448,2023-06-28,Triamcinolone Topical Ointment (0.1%), Corticosteroid,6,27.1,20230628,AU,4,Australia,Asia-Pacific,AUD,0, Corticosteroid,Triamcinolone Topical Ointment,20,12,Australian Mining Employer,Mining,162.6,1983.72,0,General Healthcare Medication,2026-05-26 09:14:55
449,MEDSALE000000449,2020-09-06,Leuprolide Injection (1 mg/mL), Gonadotropin-Releasing Hormone Agonist,25,43.8,20200906,US,1,United States,North America,USD,0, Gonadotropin-Releasing Hormone Agonist,Leuprolide Injection,189,16,Global Logistics Employer,Logistics and Supply Chain,1095.0,20257.5,0,General Healthcare Medication,2026-05-26 09:14:55
450,MEDSALE000000450,2022-08-24,Nabumetone Tablet (500 mg), Nonsteroidal Anti-Inflammatory Drug,2,25.4,20220824,UK,3,United Kingdom,Europe,GBP,0, Nonsteroidal Anti-Inflammatory Drug,Nabumetone Tablet,109,10,UK Public Sector Employer,Public Sector,50.8,1193.8,0,General Healthcare Medication,2026-05-26 09:14:55
451,MEDSALE000000451,2023-07-05,Clomiphene Tablet (50 mg), Selective Estrogen Receptor Modulator,58,89.2,20230705,US,1,United States,North America,USD,0, Selective Estrogen Receptor Modulator,Clomiphene Tablet,66,8,US Healthcare Employer,Healthcare,5173.6,95711.6,0,General Healthcare Medication,2026-05-26 09:14:55
452,MEDSALE000000452,2021-04-21,Rofecoxib Tablet (25 mg), Nonsteroidal Anti-Inflammatory Drug,12,30.8,20210421,CA,5,Canada,North America,CAD,0, Nonsteroidal Anti-Inflammatory Drug,Rofecoxib Tablet,9,15,Canadian Retail Employer,Retail,369.6,5026.56,0,General Healthcare Medication,2026-05-26 09:14:55
453,MEDSALE000000453,2019-03-01,Clomiphene Tablet (50 mg), Selective Estrogen Receptor Modulator,12,88.8,20190301,ZA,2,South Africa,Africa,ZAR,0, Selective Estrogen Receptor Modulator,Clomiphene Tablet,66,2,Discovery Limited,Financial Services,1065.6,1065.6,0,General Healthcare Medication,2026-05-26 09:14:55
454,MEDSALE000000454,2020-10-25,Hydrocortisone Topical Cream (2, Low-Potency Corticosteroid,26,51.9,20201025,US,1,United States,North America,USD,0, Low-Potency Corticosteroid,Hydrocortisone Topical Cream (2,38,16,Global Logistics Employer,Logistics and Supply Chain,1349.4,24963.9,0,General Healthcare Medication,2026-05-26 09:14:55
455,MEDSALE000000455,2019-06-30,Degarelix Injection (80 mg), Gonadotropin-Releasing Hormone Antagonist,27,74.6,20190630,US,1,United States,North America,USD,0, Gonadotropin-Releasing Hormone Antagonist,Degarelix Injection,190,9,US Financial Services Employer,Financial Services,2014.2,37262.7,0,General Healthcare Medication,2026-05-26 09:14:55
456,MEDSALE000000456,2022-03-12,Atenolol/Chlorthalidone Tablet (50/25 mg), Beta-Blocker/Thiazide Diuretic Combination,60,22.5,20220312,US,1,United States,North America,USD,0, Beta-Blocker/Thiazide Diuretic Combination,Atenolol/Chlorthalidone Tablet,191,8,US Healthcare Employer,Healthcare,1350.0,24975.0,0,General Healthcare Medication,2026-05-26 09:14:55
457,MEDSALE000000457,2023-09-12,Mupirocin Topical Ointment (2%), Antibiotic,54,86.3,20230912,US,1,United States,North America,USD,0, Antibiotic,Mupirocin Topical Ointment,113,8,US Healthcare Employer,Healthcare,4660.2,86213.7,0,General Healthcare Medication,2026-05-26 09:14:55
458,MEDSALE000000458,2018-11-24,"Nystatin Cream (100,000 units/g)", Antifungal,90,19.9,20181124,US,1,United States,North America,USD,0, Antifungal,Nystatin Cream,32,9,US Financial Services Employer,Financial Services,1791.0,33133.5,0,General Healthcare Medication,2026-05-26 09:14:55
459,MEDSALE000000459,2022-11-22,Prednisolone Tablet (5 mg), Corticosteroid,40,86.5,20221122,CA,5,Canada,North America,CAD,0, Corticosteroid,Prednisolone Tablet,76,14,Canadian Technology Employer,Technology,3460.0,47056.0,0,General Healthcare Medication,2026-05-26 09:14:55
460,MEDSALE000000460,2022-02-14,Sildenafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,12,43.1,20220214,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet (2,180,16,Global Logistics Employer,Logistics and Supply Chain,517.2,9568.2,0,General Healthcare Medication,2026-05-26 09:14:55
461,MEDSALE000000461,2022-08-14,Irbesartan/Hydrochlorothiazide Tablet (150/12, Angiotensin II Receptor Blocker/Thiazide Diuretic Combination,58,74.3,20220814,US,1,United States,North America,USD,0, Angiotensin II Receptor Blocker/Thiazide Diuretic Combination,Irbesartan/Hydrochlorothiazide Tablet (150/12,192,9,US Financial Services Employer,Financial Services,4309.4,79723.9,0,General Healthcare Medication,2026-05-26 09:14:55
462,MEDSALE000000462,2021-09-22,Diltiazem Tablet (60 mg), Calcium Channel Blocker,90,60.1,20210922,UK,3,United Kingdom,Europe,GBP,0, Calcium Channel Blocker,Diltiazem Tablet,144,10,UK Public Sector Employer,Public Sector,5409.0,127111.5,0,General Healthcare Medication,2026-05-26 09:14:55
463,MEDSALE000000463,2023-05-26,Clonidine Tablet (0.1 mg), Alpha-2 Agonist,9,33.0,20230526,US,1,United States,North America,USD,0, Alpha-2 Agonist,Clonidine Tablet,72,9,US Financial Services Employer,Financial Services,297.0,5494.5,0,General Healthcare Medication,2026-05-26 09:14:55
464,MEDSALE000000464,2018-12-08,Acetaminophen Tablet (500 mg), Analgesic,81,40.0,20181208,US,1,United States,North America,USD,0, Analgesic,Acetaminophen Tablet,130,9,US Financial Services Employer,Financial Services,3240.0,59940.0,0,General Healthcare Medication,2026-05-26 09:14:55
465,MEDSALE000000465,2023-03-15,Pregabalin Capsule (50 mg), Anticonvulsant,72,66.8,20230315,US,1,United States,North America,USD,0, Anticonvulsant,Pregabalin Capsule,193,16,Global Logistics Employer,Logistics and Supply Chain,4809.6,88977.6,0,General Healthcare Medication,2026-05-26 09:14:55
466,MEDSALE000000466,2020-04-27,Metronidazole Topical Gel (0.75%), Antibiotic,98,74.0,20200427,US,1,United States,North America,USD,0, Antibiotic,Metronidazole Topical Gel,68,7,US Technology Employer,Technology,7252.0,134162.0,0,General Healthcare Medication,2026-05-26 09:14:55
467,MEDSALE000000467,2022-10-17,Topiramate Tablet (25 mg), Anticonvulsant,22,63.7,20221017,US,1,United States,North America,USD,0, Anticonvulsant,Topiramate Tablet,35,9,US Financial Services Employer,Financial Services,1401.4,25925.9,0,General Healthcare Medication,2026-05-26 09:14:55
468,MEDSALE000000468,2021-10-28,Degarelix Injection (80 mg), Gonadotropin-Releasing Hormone Antagonist,21,41.8,20211028,ZA,2,South Africa,Africa,ZAR,0, Gonadotropin-Releasing Hormone Antagonist,Degarelix Injection,190,3,Vodacom,Telecommunications,877.8,877.8,0,General Healthcare Medication,2026-05-26 09:14:55
469,MEDSALE000000469,2022-02-01,Salmeterol Inhaler (50 mcg/actuation), Long-Acting Beta-2 Agonist,43,28.9,20220201,US,1,United States,North America,USD,0, Long-Acting Beta-2 Agonist,Salmeterol Inhaler,36,16,Global Logistics Employer,Logistics and Supply Chain,1242.7,22989.95,0,General Healthcare Medication,2026-05-26 09:14:55
470,MEDSALE000000470,2023-10-13,Ibuprofen Tablet (200 mg), Nonsteroidal Anti-Inflammatory Drug,86,65.8,20231013,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Ibuprofen Tablet,85,8,US Healthcare Employer,Healthcare,5658.8,104687.8,0,General Healthcare Medication,2026-05-26 09:14:55
471,MEDSALE000000471,2023-05-28,Triamcinolone Topical Ointment (0.1%), Corticosteroid,93,35.1,20230528,US,1,United States,North America,USD,0, Corticosteroid,Triamcinolone Topical Ointment,20,7,US Technology Employer,Technology,3264.3,60389.55,0,General Healthcare Medication,2026-05-26 09:14:55
472,MEDSALE000000472,2019-11-07,Triamterene/Hydrochlorothiazide Capsule (37, Diuretic/Thiazide Diuretic Combination,34,40.1,20191107,UK,3,United Kingdom,Europe,GBP,0, Diuretic/Thiazide Diuretic Combination,Triamterene/Hydrochlorothiazide Capsule (37,16,10,UK Public Sector Employer,Public Sector,1363.4,32039.9,0,General Healthcare Medication,2026-05-26 09:14:55
473,MEDSALE000000473,2020-06-16,Ibuprofen Tablet (200 mg), Nonsteroidal Anti-Inflammatory Drug,25,55.0,20200616,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Ibuprofen Tablet,85,8,US Healthcare Employer,Healthcare,1375.0,25437.5,0,General Healthcare Medication,2026-05-26 09:14:55
474,MEDSALE000000474,2021-11-20,Ketorolac Tablet (10 mg), Nonsteroidal Anti-Inflammatory Drug,18,75.0,20211120,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Ketorolac Tablet,58,7,US Technology Employer,Technology,1350.0,24975.0,0,General Healthcare Medication,2026-05-26 09:14:55
475,MEDSALE000000475,2021-07-02,Cialis Tablet (2, Phosphodiesterase Type 5 Inhibitor,98,88.2,20210702,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Cialis Tablet (2,46,1,Standard Bank,Financial Services,8643.6,8643.6,0,General Healthcare Medication,2026-05-26 09:14:55
476,MEDSALE000000476,2022-08-14,Lorazepam Tablet (1 mg), Benzodiazepine,40,46.5,20220814,US,1,United States,North America,USD,1, Benzodiazepine,Lorazepam Tablet,120,8,US Healthcare Employer,Healthcare,1860.0,34410.0,1,Mental Health Medication,2026-05-26 09:14:55
477,MEDSALE000000477,2021-03-02,Clomiphene Tablet (50 mg), Selective Estrogen Receptor Modulator,58,25.7,20210302,CA,5,Canada,North America,CAD,0, Selective Estrogen Receptor Modulator,Clomiphene Tablet,66,15,Canadian Retail Employer,Retail,1490.6,20272.16,0,General Healthcare Medication,2026-05-26 09:14:55
478,MEDSALE000000478,2019-01-19,Norethindrone Tablet (0.35 mg), Progestin Hormone,12,69.5,20190119,US,1,United States,North America,USD,0, Progestin Hormone,Norethindrone Tablet,194,9,US Financial Services Employer,Financial Services,834.0,15429.0,0,General Healthcare Medication,2026-05-26 09:14:55
479,MEDSALE000000479,2022-04-28,Salmeterol Inhaler (50 mcg/actuation), Long-Acting Beta-2 Agonist,52,60.2,20220428,UK,3,United Kingdom,Europe,GBP,0, Long-Acting Beta-2 Agonist,Salmeterol Inhaler,36,10,UK Public Sector Employer,Public Sector,3130.4,73564.4,0,General Healthcare Medication,2026-05-26 09:14:55
480,MEDSALE000000480,2021-06-23,Escitalopram Tablet (10 mg), Selective Serotonin Reuptake Inhibitor,45,54.9,20210623,ZA,2,South Africa,Africa,ZAR,1, Selective Serotonin Reuptake Inhibitor,Escitalopram Tablet,195,3,Vodacom,Telecommunications,2470.5,2470.5,0,Mental Health Medication,2026-05-26 09:14:55
481,MEDSALE000000481,2022-07-13,Acetaminophen Tablet (650 mg), Analgesic,14,47.7,20220713,US,1,United States,North America,USD,0, Analgesic,Acetaminophen Tablet,175,7,US Technology Employer,Technology,667.8,12354.3,0,General Healthcare Medication,2026-05-26 09:14:55
482,MEDSALE000000482,2021-10-15,Tretinoin Topical Cream (0.025%), Retinoid,94,24.1,20211015,ZA,2,South Africa,Africa,ZAR,0, Retinoid,Tretinoin Topical Cream,50,5,Sasol,Energy,2265.4,2265.4,0,General Healthcare Medication,2026-05-26 09:14:55
483,MEDSALE000000483,2018-12-07,Tadalafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,42,18.7,20181207,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Tadalafil Tablet (2,196,4,MTN Group,Telecommunications,785.4,785.4,0,General Healthcare Medication,2026-05-26 09:14:55
484,MEDSALE000000484,2019-03-05,Vardenafil Tablet (10 mg), Phosphodiesterase Type 5 Inhibitor,7,47.7,20190305,UK,3,United Kingdom,Europe,GBP,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet,178,10,UK Public Sector Employer,Public Sector,333.9,7846.65,0,General Healthcare Medication,2026-05-26 09:14:55
485,MEDSALE000000485,2020-06-19,Amphetamine/Dextroamphetamine Tablet (10/10 mg), Central Nervous System Stimulant,5,7.6,20200619,US,1,United States,North America,USD,1, Central Nervous System Stimulant,Amphetamine/Dextroamphetamine Tablet,197,9,US Financial Services Employer,Financial Services,38.0,703.0,1,Mental Health Medication,2026-05-26 09:14:55
486,MEDSALE000000486,2020-12-20,Clonidine Tablet (0.1 mg), Alpha-2 Agonist,55,82.7,20201220,ZA,2,South Africa,Africa,ZAR,0, Alpha-2 Agonist,Clonidine Tablet,72,2,Discovery Limited,Financial Services,4548.5,4548.5,0,General Healthcare Medication,2026-05-26 09:14:55
487,MEDSALE000000487,2020-02-19,Salicylic Acid Topical Cream (3%), Keratolytic,55,64.9,20200219,CA,5,Canada,North America,CAD,0, Keratolytic,Salicylic Acid Topical Cream,118,15,Canadian Retail Employer,Retail,3569.5,48545.2,0,General Healthcare Medication,2026-05-26 09:14:55
488,MEDSALE000000488,2020-03-21,Alprostadil Urethral Suppository (125 mcg), Prostaglandin E1 Analog,58,18.1,20200321,US,1,United States,North America,USD,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,2,8,US Healthcare Employer,Healthcare,1049.8,19421.3,0,General Healthcare Medication,2026-05-26 09:14:55
489,MEDSALE000000489,2023-04-19,Acetaminophen/Codeine Tablet (300/30 mg), Analgesic/Opioid Combination,96,81.1,20230419,US,1,United States,North America,USD,0, Analgesic/Opioid Combination,Acetaminophen/Codeine Tablet,91,7,US Technology Employer,Technology,7785.6,144033.6,1,General Healthcare Medication,2026-05-26 09:14:55
490,MEDSALE000000490,2018-11-28,Sildenafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,24,43.6,20181128,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet (2,180,7,US Technology Employer,Technology,1046.4,19358.4,0,General Healthcare Medication,2026-05-26 09:14:55
491,MEDSALE000000491,2019-04-22,Prednisone Tablet (5 mg), Corticosteroid,48,81.4,20190422,UK,3,United Kingdom,Europe,GBP,0, Corticosteroid,Prednisone Tablet,103,10,UK Public Sector Employer,Public Sector,3907.2,91819.2,0,General Healthcare Medication,2026-05-26 09:14:55
492,MEDSALE000000492,2019-07-07,Atenolol Tablet (50 mg), Beta-Blocker,89,80.1,20190707,US,1,United States,North America,USD,0, Beta-Blocker,Atenolol Tablet,171,9,US Financial Services Employer,Financial Services,7128.9,131884.65,0,General Healthcare Medication,2026-05-26 09:14:55
493,MEDSALE000000493,2021-07-26,Sildenafil Tablet (25 mg), Phosphodiesterase Type 5 Inhibitor,27,79.1,20210726,AU,4,Australia,Asia-Pacific,AUD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,98,13,Australian Healthcare Employer,Healthcare,2135.7,26055.54,0,General Healthcare Medication,2026-05-26 09:14:55
494,MEDSALE000000494,2021-06-03,Fluconazole Topical Gel (1%), Antifungal,43,39.8,20210603,ZA,2,South Africa,Africa,ZAR,0, Antifungal,Fluconazole Topical Gel,108,6,South African Public Sector Employer,Public Sector,1711.4,1711.4,0,General Healthcare Medication,2026-05-26 09:14:55
495,MEDSALE000000495,2019-12-11,Adapalene/Benzoyl Peroxide Topical Gel (0.1/2.5%), Retinoid/Acne Treatment Combination,92,63.4,20191211,ZA,2,South Africa,Africa,ZAR,0, Retinoid/Acne Treatment Combination,Adapalene/Benzoyl Peroxide Topical Gel,30,4,MTN Group,Telecommunications,5832.8,5832.8,0,General Healthcare Medication,2026-05-26 09:14:55
496,MEDSALE000000496,2022-09-01,Yohimbine Tablet (5, Alpha-2 Blocker,70,68.4,20220901,US,1,United States,North America,USD,0, Alpha-2 Blocker,Yohimbine Tablet (5,198,16,Global Logistics Employer,Logistics and Supply Chain,4788.0,88578.0,0,General Healthcare Medication,2026-05-26 09:14:55
497,MEDSALE000000497,2020-05-13,Vardenafil Tablet (2, Phosphodiesterase Type 5 Inhibitor,73,71.1,20200513,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet (2,134,8,US Healthcare Employer,Healthcare,5190.3,96020.55,0,General Healthcare Medication,2026-05-26 09:14:55
498,MEDSALE000000498,2022-03-14,Formoterol Inhaler (12 mcg/actuation), Long-Acting Beta-2 Agonist,65,44.9,20220314,ZA,2,South Africa,Africa,ZAR,0, Long-Acting Beta-2 Agonist,Formoterol Inhaler,199,6,South African Public Sector Employer,Public Sector,2918.5,2918.5,0,General Healthcare Medication,2026-05-26 09:14:55
499,MEDSALE000000499,2022-11-23,Mupirocin Topical Ointment (2%), Antibiotic,26,89.4,20221123,AU,4,Australia,Asia-Pacific,AUD,0, Antibiotic,Mupirocin Topical Ointment,113,12,Australian Mining Employer,Mining,2324.4,28357.68,0,General Healthcare Medication,2026-05-26 09:14:55
500,MEDSALE000000500,2022-03-15,Goserelin Injection (3, Gonadotropin-Releasing Hormone Agonist,75,25.6,20220315,US,1,United States,North America,USD,0, Gonadotropin-Releasing Hormone Agonist,Goserelin Injection (3,200,7,US Technology Employer,Technology,1920.0,35520.0,0,General Healthcare Medication,2026-05-26 09:14:55
